Full name,Make,Model,Year,Category,Rating,Price as new (MSRP),Displacement,Engine type,Engine details,Power,Torque,Top speed,1/4 mile (0.4 km),0-100 km/h (0-62 mph),"60-140 km/h (37-87 mph), highest gear",Max RPM,Compression,Bore x stroke,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type,Clutch,Driveline,Fuel consumption,Greenhouse gases,Emission details,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel (mm),Rear suspension,Rear wheel travel (mm),Front tyre,Rear tyre,Front brakes,Front brakes diameter,Rear brakes,Rear brakes diameter,Wheels,Seat,Dry weight,"Weight incl. oil, gas, etc",Power/weight ratio,Front percentage of weight,Rear percentage of weight,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Oil capacity,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,Profilation
BMW K 1300 GT,BMW,K 1300 GT,2009,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",160.0 HP (116.8  kW)) @ 9000 RPM,135.0 Nm (13.8 kgf-m or 99.6 ft.lbs) @ 8000 RPM,200.0 km/h (124.3 mph),,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3",,29.4&deg;,112 mm (4.4 inches),BMW Motorrad Duolever,115 mm (4.5 inches),"Cast aluminium single-sided swing arm with BMW Motorrad Paralever. central spring strut with lever system, spring pre-load hydraulically adjustable (continuously variable) at handwheel, adjustable rebound damping.",135 mm (5.3 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. 4-piston fixed calipers. ABS,320 mm (12.6 inches),Single disc. Double-piston floating caliper. ABS.,294 mm (11.6 inches),,,255.0 kg (562.2 pounds),288.0 kg (634.9 pounds),0.6275 HP/kg,,,"800 mm (31.5 inches) If adjustable, lowest setting.","840 mm (33.1 inches) If adjustable, highest setting.",1438 mm (56.6 inches),2318 mm (91.3 inches),965 mm (38.0 inches),,1572 mm (61.9 inches),24.00 litres (6.34 US gallons),4.00 litres (1.06 US gallons),,"Beige, blue, red",Electric,,,,,,,,,,,,,,,,,,,,,"Speed, comfort and freedom are the essence of Gran Turismo. And the essence of the new BMW K 1300 GT."
BMW K 1300 GT ,BMW,K 1300 GT ,2011,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.","US$ 22595. Euro 19450. UK &pound; 13200. MSRP depends on country, taxes, accessories, etc.",1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",158.2 HP (115.5  kW)) @ 9000 RPM,135.0 Nm (13.8 kgf-m or 99.6 ft.lbs) @ 8000 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3","Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, load-bearing engine",29.4&deg;,112 mm (4.4 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Anti-Lock Brakes,320 mm (12.6 inches),Single disc,294 mm (11.6 inches),Cast aluminium,,255.0 kg (562.2 pounds),288.0 kg (634.9 pounds),0.6205 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1438 mm (56.6 inches),2318 mm (91.3 inches),965 mm (38.0 inches),,1572 mm (61.9 inches),24.00 litres (6.34 US gallons),4.00 litres (1.06 US gallons),,"Red, beige, blue",Electric,,,,,,,,,,,,,,,,,,,,,"With dynamic performance, two comfortable seats, high-quality standard and optional equipment, BMW Motorrad ABS and a wide selection of accessories, the K 1300 GT is a uniquely modern take on the classic Grand Tourer. Rider and passenger alike will not want even the longest journey to end. "
BMW K 1300 R,BMW,K 1300 R,2015,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",173.0 HP (126.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. Floating disc. Two-piston calipers. ,265 mm (10.4 inches),Cast aluminium,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7972 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,,,,,,,,,,,,,,,Aggressive. Adrenaline Filled. Even when standing still. And even more so as soon as it gets going. What happens at this moment is among the special moments in the life of a biker: a rocket-like start.
BMW K 1300 R,BMW,K 1300 R,2014,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.", Euro 12125,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",175.0 HP (127.7  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. ,320 mm (12.6 inches),Single disc. Floating disc. Two-piston calipers. ,265 mm (10.4 inches),Cast aluminium,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.8065 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,,,,,,,,,,,,,,,"Imposing design meets unique technology. Technology such as the famous BMW Motorrad Duolever for optimum handling, BMW Motorrad ABS and optional TPC Tyre Pressure Control. The K 1300 R is also the only naked bike available with gear shift assist, allowing riders to change up without declutching or taking their hand off the throttle."
BMW K 1300 R,BMW,K 1300 R,2013,Naked bike," 3.4  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",175.0 HP (127.7  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. Optional ABS.,320 mm (12.6 inches),Single disc. Floating disc. Two-piston calipers. Optional ABS.,265 mm (10.4 inches),Cast aluminium,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.8065 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,,,,,,,,,,,,,,,It¥s impossible to imagine a more striking or more exciting naked bike. Designed without compromise to impress - and to perform. An output of 173hp (127 kW) an¬≠d 140 Nm of torque ensure it can handle anything the street can throw at it. Looks aren¥t always deceptive. 
BMW K 1300 R,BMW,K 1300 R,2012,Naked bike," 3.7  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",170.3 HP (124.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320 mm (12.6 inches),Single disc. Optional ABS,265 mm (10.4 inches),Cast aluminium,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7848 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Black/grey, light gray",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,,,,,,,,,,,,,,,"Imposing design meets unique technology. Technology such as the famous BMW Motorrad Duolever for optimum handling, and optional BMW Motorrad ABS and TPC Tyre Pressure Control. The K 1300 R is also the only naked bike available with gear shift assist, allowing riders to change up without declutching or taking their hand off the throttle. "
BMW K 1300 R,BMW,K 1300 R,2010,Sport," 3.2  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",170.3 HP (124.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7848 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Orange, silk, light gray",,,,,,,,,,,,,,,,,,,,,,It¥s impossible to imagine a more striking or more exciting naked bike. Designed without compromise to impress - and to perform. An output of 173hp (127 kW) an¬≠d 140 Nm of torque ensure it can handle anything the street can throw at it. Looks aren¥t always deceptive. 
BMW K 1300 R,BMW,K 1300 R,2009,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",173.0 HP (126.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,200.0 km/h (124.3 mph),,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever; central spring strut,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320 mm (12.6 inches),Single disc. Optional ABS,265 mm (10.4 inches),,,214.0 kg (471.8 pounds),243.0 kg (535.7 pounds),0.8084 HP/kg,,,"790 mm (31.1 inches) If adjustable, lowest setting.","820 mm (32.3 inches) If adjustable, highest setting.",1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Orange, gray, silk",Electric,,,,,,,,,,,,,,,,,,,,,A show of strength. A statement of intent. A touch of class. Meet a bike thatîôs all this and more: the new BMW K 1300 R. Itîôs impossible to imagine a more striking or more exciting naked bike.
BMW K 1300 R ,BMW,K 1300 R ,2011,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle."," Euro 13900. UK &pound; 10250. MSRP depends on country, taxes, accessories, etc.",1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",170.3 HP (124.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3","Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Anti-lock braking,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),Cast aluminium,,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7848 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,"Black/grey, light grey, acid green",Electric,,,,,,,,,,,,,,,,,,,,,It¥s impossible to imagine a more striking or more exciting naked bike. Designed without compromise to impress - and to perform. An output of 173hp (127 kW) an¬≠d 140 Nm of torque ensure it can handle anything the street can throw at it. Looks aren¥t always deceptive. 
BMW K 1300 R Carbon,BMW,K 1300 R Carbon,2012,Naked bike," 3.8  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",170.3 HP (124.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",Stainless steel exhaust system,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320 mm (12.6 inches),Single disc. Optional ABS,265 mm (10.4 inches),Cast aluminium,One piece dual seat,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7848 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.","790 mm (31.1 inches) If adjustable, highest setting.",1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,Carbon black,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,"One key system for ignition, steering, fuel filler cap and seat lock.",,,,,,,,,,,,,,,"Nothing matches the sleek, dynamic look of the K 1300 R better than the black, silky finish of BMW Motorradîôs top quality carbon parts."
BMW K 1300 R Dynamic,BMW,K 1300 R Dynamic,2012,Naked bike," 3.1  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",170.3 HP (124.3  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,Closed loop 3 way catalytic converter with oxygen sensor.,Stainless steel exhaust system,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320 mm (12.6 inches),Single disc. Optional ABS,265 mm (10.4 inches),,One piece dual seat,217.0 kg (478.4 pounds),243.0 kg (535.7 pounds),0.7848 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.","790 mm (31.1 inches) If adjustable, highest setting.",1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),,,Silver/gray,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,"On Board Computer, Heated Grips,   Sport Windshield, LED Indicators,    Gear Shift Assist, ESA 2 (Electronic Suspension Adjustment 2). One key system for ignition, steering, fuel filler cap and seat lock. ",,,,,,,,,,,,,,,This special edition K 1300 R Dynamic takes the stunning looks and the overall outstanding performance of this naked bike to a new level. 
BMW K 1300 R Dynamic Edition,BMW,K 1300 R Dynamic Edition,2013,Naked bike,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",175.0 HP (127.7  kW)) @ 9250 RPM,140.0 Nm (14.3 kgf-m or 103.3 ft.lbs) @ 8250 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6&deg;,104 mm (4.1 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers.  ABS.,320 mm (12.6 inches),Single disc. Floating disc. Two-piston calipers. ABS.,265 mm (10.4 inches),Cast aluminium,,221.0 kg (487.2 pounds),247.0 kg (544.5 pounds),0.7919 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1095 mm (43.1 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1585 mm (62.4 inches),19.00 litres (5.02 US gallons),4.00 litres (1.06 US gallons),,,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,Tyre Pressure Control and Automatic Stability Control.,,,,,,,,,,,,,,,"Mposing design meets unique technology. Technology such as the famous BMW Motorrad Duolever for optimum handling, and optional BMW Motorrad ABS and TPC Tyre Pressure Control. The K 1300 R is also the only naked bike available with gear shift assist, allowing riders to change up without declutching or taking their hand off the throttle. "
