Full name,Make,Model,Year,Category,Rating,Price as new (MSRP),Displacement,Engine type,Engine details,Power,Torque,Top speed,1/4 mile (0.4 km),0-100 km/h (0-62 mph),"60-140 km/h (37-87 mph), highest gear",Max RPM,Compression,Bore x stroke,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type,Clutch,Driveline,Fuel consumption,Greenhouse gases,Emission details,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel (mm),Rear suspension,Rear wheel travel (mm),Front tyre,Rear tyre,Front brakes,Front brakes diameter,Rear brakes,Rear brakes diameter,Wheels,Seat,Dry weight,"Weight incl. oil, gas, etc",Power/weight ratio,Front percentage of weight,Rear percentage of weight,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Oil capacity,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,Profilation
MV Agusta Brutale 800,MV Agusta,Brutale 800,2015,Naked bike," 3.1  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",125.0 HP (91.2  kW)) @ 11600 RPM,81.0 Nm (8.3 kgf-m or 59.7 ft.lbs) @ 8600 RPM,245.0 km/h (152.2 mph),,,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,Three-section tailpipe,Mixed steel trellis and aluminium plates for high torsional rigidity,,95 mm (3.7 inches),Marzocchi UPSIDE DOWN telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Floating disc, 4-piston. Bremo.",320 mm (12.6 inches),Single disc. 4-piston. Bremo.,210 mm (8.3 inches),Aluminium alloy,,167.0 kg (368.2 pounds),,0.7485 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Red/Silver, White/Grey, Grey/Black
",Electric,,12V 8.6 Ah battery. 350W alternator.,,,,,,,,,,,,,,,,,,,"The three-cylinder Brutale offers excellent handling, agility, and rideability. Now, with a new engine providing a power and torque comparable to that of a 1000 cc unit, and with a weight of just 167 kg, the Brutale 800 offers an unmatched power-to-weight ratio. However, the Brutale 800 has more than just a new three-cylinder engine: a new adjustable suspension system lets riders personalise response according to the actual conditions."
MV Agusta Brutale 800,MV Agusta,Brutale 800,2014,Naked bike," 3.3  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.", Euro 10680,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",125.0 HP (91.2  kW)) @ 11600 RPM,81.0 Nm (8.3 kgf-m or 59.7 ft.lbs) @ 8600 RPM,245.0 km/h (152.2 mph),,,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,,Mixed steel trellis and aluminium plates for high torsional rigidity,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Floating disc, 4-piston",310 mm (12.2 inches),Single disc. 4-piston,210 mm (8.3 inches),Aluminium alloy,,167.0 kg (368.2 pounds),,0.7485 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Ruby Metallic Red/Silver, White/Mamba Red, Matt metallic Grey/Pearl White, White/Blue Pearl î?ITALIAîù
",Electric,,12V 8.6 Ah battery. 350W alternator.,,,,,,,,,,,,,,,,,,,"The new 800 engine offers increased power, torque and riding dynamics for the naked MV Agusta. The new adjustable suspension and the new advanced electronics package makes the Brutale 800 leader in its segment. Graphics and special colours accentuate the unmistakably lines of MV Agusta."
MV Agusta Brutale 800,MV Agusta,Brutale 800,2013,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.", Euro 9990,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",92.0 HP (67.2  kW)) @ 11600 RPM,81.0 Nm (8.3 kgf-m or 59.7 ft.lbs) @ 8600 RPM,245.0 km/h (152.2 mph),,,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,,ALS steel tubular trellis,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Floating disc, 4-piston",310 mm (12.2 inches),Single disc. 4-piston,210 mm (8.3 inches),Aluminium alloy,,167.0 kg (368.2 pounds),,0.5509 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Ruby Metallic Red/Silver, White/Mamba Red, Matt metallic Grey/Pearl White, White/Blue Pearl î?ITALIAîù.",Electric,,12V 8.6 Ah battery. 350W alternator.,,,,,,,,,,,,,,,,,,,"Brutale three-cylinder means handling, extreme agility, and absolute ease of use. Now with the new engine power and torque comparable to a 1.000cc, and with a weight of only 167 kg, the 800 Brutale offers an unique power to weight ratio. Aside from the new engine, the Brutale 800 offers a new adjustable suspension allowing the riders complete personalisation."
MV Agusta Brutale 800 America,MV Agusta,Brutale 800 America,2018,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,"US$ 14998.   MSRP depends on country, taxes, accessories, etc.",798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",116.0 HP (84.7  kW)) @ 11600 RPM,83.0 Nm (8.5 kgf-m or 61.2 ft.lbs) @ 7600 RPM,237.0 km/h (147.3 mph),,,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,5.60 litres/100 km (17.9 km/l or 42.00 mpg),129.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,Euro 4,Three-section tailpipe,Mixed steel trellis and aluminium plates for high torsional rigidity,,104 mm (4.1 inches),Marzocchi UPSIDE DOWN telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. ABS. Floating disc, 4-piston. Bremo.",320 mm (12.6 inches),Single disc. ABS. 4-piston. Bremo.,220 mm (8.7 inches),Aluminium alloy,,175.0 kg (385.8 pounds),,0.6629 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.60 litres (4.39 US gallons),,,"Red/white/blue
",Electric,,12V 8.6 Ah battery. 350W alternator.,LED headlights,,,Limited to a production of only 50 units.,,,,,,,,,,,,,,,"Celebrating the long history and relationship between MV Agusta and the USA, MV Agusta introduces the limited edition 2017 Brutale 800 America. Based on the highly acclaimed new three-cylinder Brutale 800, the America edition pays tribute to the classic America range from the 1970îôs."
MV Agusta Brutale 800 Dragster,MV Agusta,Brutale 800 Dragster,2015,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",125.0 HP (91.2  kW)) @ 11600 RPM,81.0 Nm (8.3 kgf-m or 59.7 ft.lbs) @ 8600 RPM,245.0 km/h (152.2 mph),,,,13000,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,,ALS tubular steel,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Floating disc, 4-piston",320 mm (12.6 inches),Single disc. 4-piston,210 mm (8.3 inches),Aluminium alloy,,167.0 kg (368.2 pounds),,0.7485 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"White, Grey
",Electric,,12V 8.6 Ah battery. 350W alternator.,,,,,,,,,,,,,,,,,,,"The new Brutale 800 Dragster embodies the ambitions and dreams of every biker and transforms them into on-the-road reality. Electrifying, unforgettable moments. The 3-cylinder Brutale 675 and 800 have introduced countless riders to the awesome buzz that goes with riding a high-performance naked bike. Outstanding ridability, controlled power, lightness, eye-catching design, and exceptional value for money. "
MV Agusta Brutale 800 Dragster,MV Agusta,Brutale 800 Dragster,2014,Naked bike," 3.3  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.", Euro 13490,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",125.0 HP (91.2  kW)) @ 11600 RPM,81.0 Nm (8.3 kgf-m or 59.7 ft.lbs) @ 8600 RPM,245.0 km/h (152.2 mph),,,,13000,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,,Mixed steel trellis and aluminium plates for high torsional rigidity,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Floating disc, 4-piston",310 mm (12.2 inches),Single disc. 4-piston,210 mm (8.3 inches),Aluminium alloy,,167.0 kg (368.2 pounds),,0.7485 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Matt Metallic Grey, White
",Electric,,,,,,,,,,,,,,,,,,,,,"The new Brutale 800 Dragster takes the very concept of ¥motorcycling passion¥ and makes it breathtakingly tangible. No mere means of transport, a motorcycle is a symbol of freedom, of our need to get out there and explore and to savour mile after spine-tingling mile. Experiencing every single second of that freedom."
MV Agusta Brutale 800 Dragster RR,MV Agusta,Brutale 800 Dragster RR,2015,Naked bike," 2.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",140.0 HP (102.2  kW)) @ 13100 RPM,85.0 Nm (8.7 kgf-m or 62.7 ft.lbs) @ 10100 RPM,245.0 km/h (152.2 mph),,,,13200,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi-disc with mechanical drive",,,,,,Mixed steel trellis and aluminium plates for high torsional rigidity,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",120 mm (4.7 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. ABS.Floating disc, 4-piston",320 mm (12.6 inches),Single disc. ABS. 4-piston,210 mm (8.3 inches),Aluminium alloy,,168.0 kg (370.4 pounds),,0.8333 HP/kg,,,"811 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Red/black, Red/White
",Electric,,,,,,"8-level traction control, can be disengaged.",,,,,,,,,,,,,,,"The RR badge, until now reserved for only the best 4-cylinder MV bikes, now takes the in-line 3-cylinder range by storm. And it does so with the Brutale 800 Dragster RR, a combination of power, style, superb chassis design and sheer brute force. In a class of its own, it lies beyond both comparison and competitors."
MV Agusta Brutale 800 RC,MV Agusta,Brutale 800 RC,2019,Naked bike,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",147.5 HP (107.7  kW)) @ 12800 RPM,87.0 Nm (8.9 kgf-m or 64.2 ft.lbs) @ 10100 RPM,244.0 km/h (151.6 mph),,,,13200,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni Full Ride-By-Wire,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),Multi-disk wet clutch with hydraulic actuation,,6.70 litres/100 km (14.9 km/l or 35.11 mpg),155.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,ALS Steel tubular trellis,,,Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",125 mm (4.9 inches),120/70-ZR17 ,200/55-ZR17 ,"Double disc. ABS. Floating disc, 4-piston",320 mm (12.6 inches),Single disc. ABS. 4-piston,220 mm (8.7 inches),"Aluminium alloy, 5-spoke. Pirelli  tires.",,167.0 kg (368.2 pounds),175.0 kg (385.8 pounds),0.8833 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.50 litres (4.36 US gallons),,,"Red/Pearl/RC White/Green
",Electric,,,,,,,,,,,,,,,,,,,,,"Performance and riding pleasure: the uncompromised mission of the Brutale 800 RC, where RC stands for ¥Reparto Corse¥ (Racing Department). This naked is in fact the most race-focused of its kind."
MV Agusta Brutale 800 RC,MV Agusta,Brutale 800 RC,2018,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",140.0 HP (102.2  kW)) @ 13100 RPM,86.0 Nm (8.8 kgf-m or 63.4 ft.lbs) @ 10100 RPM,245.0 km/h (152.2 mph),,,,13200,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni Full Ride-By-Wire,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),"Wet, multi plate with slipper clutch",,,,,,Mixed steel trellis and aluminium plates for high torsional rigidity,,95 mm (3.7 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",125 mm (4.9 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. ABS. Floating disc, 4-piston",320 mm (12.6 inches),Single disc. ABS. 4-piston,210 mm (8.3 inches),"Aluminium alloy, 5-spoke.",,168.0 kg (370.4 pounds),,0.8333 HP/kg,,,"810 mm (31.9 inches) If adjustable, lowest setting.",,,2085 mm (82.1 inches),725 mm (28.5 inches),160 mm (6.3 inches),1380 mm (54.3 inches),16.60 litres (4.39 US gallons),,,"Red/white/green
",Electric,,,,,,Ride by Wire System incorporating multi-map with eight level adjustable traction control.,,,,,,,,,,,,,,,
MV Agusta Brutale 800 Rosso,MV Agusta,Brutale 800 Rosso,2021,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating., Euro 11990,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",110.0 HP (80.3  kW)) @ 11500 RPM,83.0 Nm (8.5 kgf-m or 61.2 ft.lbs) @ 7600 RPM,237.0 km/h (147.3 mph),,,,13200,12.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors. Engine control unit Eldor EM2.0, throttle body full ride by wire Mikuni, pencil-coil.",,Oil & air,6-speed,Chain   (final drive),Multi-disk wet clutch with hydraulic actuation,"Cassette style; six speed, constant mesh",5.60 litres/100 km (17.9 km/l or 42.00 mpg),129.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,Euro 4,,ALS Steel tubular trellis,,104 mm (4.1 inches),Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",124 mm (4.9 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. ABS. Floating disc, 4-piston. Brembo.",320 mm (12.6 inches),Single disc. ABS. 4-piston. Brembo.,220 mm (8.7 inches),"Aluminium alloy, 5-spoke. Pirelli  tires.",,175.0 kg (385.8 pounds),,0.6286 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.50 litres (4.36 US gallons),,,"Ago Red/Metallic Carbon Black
",Electric,,,,,,,,,,,,,,,,,,,,,"The first characterising element of the Rosso range is the exclusive colour scheme, with red highlighting shapes and structures, combined with an elegant black. Differences from the standard set-up are minimal, such as surface milling on the profile of the wheel spokes."
MV Agusta Brutale 800 Rosso,MV Agusta,Brutale 800 Rosso,2020,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,,798.0 ccm (48.69 cubic inches),,"In-line three, four-stroke",110.0 HP (80.3  kW)) @ 11500 RPM,83.0 Nm (8.5 kgf-m or 61.2 ft.lbs) @ 7600 RPM,237.0 km/h (147.3 mph),,,,13200,12.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,Injection. Mikuni Full Ride-By-Wire,Double Overhead Cams/Twin Cam (DOHC),"Integrated ignition - injection system MVICS (Motor  and  Vehicle Integrated Control System) with three injectors Engine control unit Eldor EM2.0, throttle body full drive by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation and ",,Oil & air,6-speed,Chain   (final drive),Multi-disk wet clutch with hydraulic actuation,,5.60 litres/100 km (17.9 km/l or 42.00 mpg),129.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,Euro 4,,ALS Steel tubular trellis,,,Marzocchi î?UPSIDE DOWNîù telescopic hydraulic fork with rebound-compression damping and spring preload external and separate adjustment,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",125 mm (4.9 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. ABS. Floating disc, 4-piston",320 mm (12.6 inches),Single disc. ABS. 4-piston,220 mm (8.7 inches),"Aluminium alloy, 5-spoke. Pirelli  tires.",,175.0 kg (385.8 pounds),,0.6286 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.50 litres (4.36 US gallons),,,"Red/Black
",Electric,,,,,,,,,,,,,,,,,,,,,
MV Agusta Brutale 800 RR,MV Agusta,Brutale 800 RR,2022,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,"US$ 17000.   MSRP depends on country, taxes, accessories, etc.",798.0 ccm (48.69 cubic inches),Mechanical chain tensioner and DLC tappet,"In-line three, four-stroke",140.0 HP (102.2  kW)) @ 12300 RPM,87.0 Nm (8.9 kgf-m or 64.2 ft.lbs) @ 10250 RPM,244.0 km/h (151.6 mph),,3.45 seconds,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,"Injection. Integrated ignition - injection system MVICS 2.0  (Motor  and  Vehicle Integrated Control System)  with six injectors. Engine control unit  Eldor EM2.0, throttle body full ride by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation",Double Overhead Cams/Twin Cam (DOHC),,,Oil & air,6-speed,Chain   (final drive),Multi-disk wet clutch with hydraulic actuation and back torque limiting device,,5.90 litres/100 km (16.9 km/l or 39.87 mpg),136.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,Euro 5,,ALS Steel tubular trellis,,104 mm (4.1 inches),"Marzocchi upside down telescopic hydraulic fork, 43 mm",125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",130 mm (5.1 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo radial-type, with 4 pistons. ABS.",320 mm (12.6 inches),Single disc. Brembo with 2 pistons.ABS.,220 mm (8.7 inches),Aluminium alloy,,175.0 kg (385.8 pounds),,0.8000 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.50 litres (4.36 US gallons),,,"Pearl Shock Red/Avio Grey, Fire Red Gloss/Intense Black Gloss, Avio Gray Metallic/Carbon Black Metallic",Electric,Digital  ,12 V - 8.5 Ah battery.,,,,Traction control with eight levels of intervention. MV Ride App. GPS - Bluetooth Mobisat tracker. Cruise control. Launch control.,,,,,,,,,,,,,,,"RR means power and torque: with 140 HP and 86 Nm, fun is guaranteed. Improvements to distribution have also allowed a reduction in friction. Also new is the increased-efficiency exhaust system, while the injectors have been redesigned to guarantee better fuel atomisation."
MV Agusta Brutale 800 RR,MV Agusta,Brutale 800 RR,2021,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating., Euro 17000,798.0 ccm (48.69 cubic inches),Mechanical chain tensioner and DLC tappet,"In-line three, four-stroke",140.0 HP (102.2  kW)) @ 12300 RPM,86.0 Nm (8.8 kgf-m or 63.4 ft.lbs) @ 10250 RPM,244.0 km/h (151.6 mph),,,,,13.3:1,79.0 x 54.3 mm (3.1 x 2.1 inches),4,"Injection. Integrated ignition - injection system MVICS 2.0  (Motor  and  Vehicle Integrated Control System)  with six injectors. Engine control unit  Eldor EM2.0, throttle body full ride by wire Mikuni, pencil-coil with ion-sensing technology, control of detonation",Double Overhead Cams/Twin Cam (DOHC),,,Oil & air,6-speed,Chain   (final drive),Multi-disk wet clutch with hydraulic actuation and back torque limiting device,,5.90 litres/100 km (16.9 km/l or 39.87 mpg),136.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,Euro 5,,ALS Steel tubular trellis,,104 mm (4.1 inches),Marzocchi upside down telescopic hydraulic fork,125 mm (4.9 inches),"Progressive Sachs, single shock absorber with rebound and compression damping and spring preload adjustment",130 mm (5.1 inches),120/70-ZR17 ,180/55-ZR17 ,"Double disc. Brembo radial-type, with 4 pistons. ABS.",320 mm (12.6 inches),Single disc. Brembo with 2 pistons.ABS.,220 mm (8.7 inches),Aluminium alloy,,175.0 kg (385.8 pounds),,0.8000 HP/kg,,,"830 mm (32.7 inches) If adjustable, lowest setting.",,,2045 mm (80.5 inches),875 mm (34.4 inches),135 mm (5.3 inches),1400 mm (55.1 inches),16.50 litres (4.36 US gallons),,,"Pearl Shock Red/Avio Grey, Avio Gray Metallic/Carbon Black Metallic",Electric,Digital  ,,,,,Traction control with eight levels of intervention. MV Ride App. GPS - Bluetooth Mobisat tracker. Cruise control. Launch control.,,,,,,,,,,,,,,,"Designed for top performance, with improvements to the chassis, electronics and engine. A dual seat with a new improved-comfort design and a simple, lightweight sub-frame represent the latest technical innovations, for an even better riding experience."
